관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,데이터기준일자,,
세종문화회관,공연장,서울  종로구 세종로 81-3  ),,,126.9760053,,,,,,,,,,,,,
아트선재센터,미술관,서울  종로구 소격동 144-2 ),,,126.9818375,,,,,,,,,,,,,
국제갤러리,미술관,서울  종로구 소격동 59-1 ),,,126.9804771,,,,,,,,,,,,,
학고재,미술관,서울  종로구 소격동 70 ),,,126.9802633,,,,,,,,,,,,,
예맥,미술관,서울  종로구 소격동 87-1 ),,,126.9809602,,,,,,,,,,,,,
조세박물관,박물관/기념관,서울  종로구 수송동 104 ),,,127.2606287,,,,,,,,,,,,,
금호아트홀,공연장,서울  종로구 신문로1가  새문안로 75 금호아시아나 1관 3층,,,126.9728844,,,,,,,,,,,,,
문호아트홀,공연장,서울  종로구 신문로1가  새문안로 75 금호아시아나 빌딩 3층,,,126.9729916,,,,,,,,,,,,,
영국문화원,문화원,서울  종로구 신문로1가 226 ),,,126.9721884,,,,,,,,,,,,,
성곡미술관,미술관,서울  종로구 신문로2가 1-101 ),,,126.9694964,,,,,,,,,,,,,
서울시립미술관 경희궁분관,미술관,서울  종로구 신문로2가 2-1 ),,,126.9687074,,,,,,,,,,,,,
경찰박물관,박물관/기념관,서울  종로구 신문로2가 58 ),,,126.9696222,,,,,,,,,,,,,
글로브극장,공연장,서울  종로구 연건동  대학로 60 동마루빌딩 4층,,,127.0025375,,,,,,,,,,,,,
의학박물관,박물관/기념관,서울  종로구 연건동 110-744 ),,,126.9997812,,,,,,,,,,,,,
서울대학교 치과대학 치의학 박물관,박물관/기념관,서울  종로구 연건동 110-749 ),,,126.9997812,,,,,,,,,,,,,
대학로극장,공연장,서울  종로구 연건동 178-1 ),,,127.0025375,,,,,,,,,,,,,
김동수플레이하우스,공연장,서울  종로구 연건동 178-1 ),,,127.0025375,,,,,,,,,,,,,
두산아트센터 space111,공연장,서울  종로구 연지동 270 ),,,127.0008625,,,,,,,,,,,,,
연강홀,공연장,서울  종로구 연지동 270 ),,,127.0011948,,,,,,,,,,,,,
서촌공간 서로,공연장,서울  종로구 옥인동 62,,,126.967847,,,,,,,,,,,,,
국립서울과학관,박물관/기념관,서울  종로구 와룡동 110-360 ),,,126.9971614,,,,,,,,,,,,,
서울돈화문국악당,공연장,서울  종로구 와룡동 12-2,,,126.9907307,,,,,,,,,,,,,
떡? 부엌살림 박물관,공연장,서울  종로구 와룡동 164-2 ),,,126.990676,,,,,,,,,,,,,
운현궁,기타,서울  종로구 운니동 114-10 ),,,126.98705,,,,,,,,,,,,,
일본공보문화원,문화원,서울  종로구 운니동 114-8,,,126.9866725,,,,,,,,,,,,,
LG상남도서관,도서관,서울  종로구 원서동  창덕궁 1길 18,,,126.98848,,,,,,,,,,,,,
덕원갤러리,미술관,서울  종로구 인사동 15  길 24 (인사동),,,126.9865174,,,,,,,,,,,,,
갤러리 상,미술관,서울  종로구 인사동 159 길 17 (인사동),,,126.9865397,,,,,,,,,,,,,
선갤러리,미술관,서울  종로구 인사동 184 5길 8 (인사동),,,126.9856937,,,,,,,,,,,,,
갤러리 라메르,미술관,서울  종로구 인사동 194 5길 26 홍익빌딩 (관훈동),,,126.9849468,,,,,,,,,,,,,
조형갤러리,미술관,서울  종로구 인사동 194-27 5길 29 태화빌딩 B1 (인사동),,,126.984788,,,,,,,,,,,,,
공갤러리,미술관,서울  종로구 인사동 23-2 2-2 (인사동),,,126.9865375,,,,,,,,,,,,,
광화문아트홀,문화예술회관,서울  종로구 인왕산로1길 21,,,126.964713,,,,,,,,,,,,,
북촌 서울무형문화재 교육전시장,문화예술회관,서울  종로구 재동 53-1 ),,,126.9911313,,,,,,,,,,,,,
종로구민회관,공연장,서울  종로구 창신동 222-8 ),,,127.0143152,,,,,,,,,,,,,
청운문학도서관,도서관,서울  종로구 청운동 4-20,,,126.9658555,,,,,,,,,,,,,
대림미술관,미술관,서울  종로구 통의동 35-1 ),,,126.9733591,,,,,,,,,,,,,
갤러리 인,미술관,서울  종로구 팔판동 141 ),,,126.9804329,,,,,,,,,,,,,
갤러리 도올,미술관,서울  종로구 팔판동 27-6 ),,,126.981671,,,,,,,,,,,,,
화정박물관,박물관/기념관,서울  종로구 평창동   평창8길 3,,,126.9659264,,,,,,,,,,,,,
가나아트센터,미술관,서울  종로구 평창동  평창30길 28,,,126.9750798,,,,,,,,,,,,,
갤러리 세줄,미술관,서울  종로구 평창동 464-13 ),,,126.9751579,,,,,,,,,,,,,
토탈미술관,미술관,서울  종로구 평창동 465-2 ),,,126.9756892,,,,,,,,,,,,,
소호 아트 갤러리,미술관,서울  종로구 필운동 90-1  소호빌리지),,,126.9692651,,,,,,,,,,,,,
올림픽기념국민생활관,기타,서울  종로구 혜화동  성균관로 91,,,126.9988244,,,,,,,,,,,,,
극단연우무대,공연장,서울  종로구 혜화동  창경궁로35길 21 다림빌딩 지하 연우 소극장,,,127.0017811,,,,,,,,,,,,,
JCC 아트센터,공연장,서울  종로구 혜화동  창경궁로35길 29,,,127.0022644,,,,,,,,,,,,,
청아소극장(구 리듬공간소극장),공연장,서울  종로구 혜화동 195 ),,,127.0027142,,,,,,,,,,,,,
모시는 사람들,공연장,서울  종로구 혜화동 74-38 ),,,127.0004776,,,,,,,,,,,,,
가톨릭대학교 전례박물관,박물관/기념관,서울  종로구 혜화동 90-1 ),,,127.004623,,,,,,,,,,,,,
상명대학교 박물관,박물관/기념관,서울  종로구 홍지동 110-743 ),,,126.9551533,,,,,,,,,,,,,
쉼박물관,박물관/기념관,서울  종로구 홍지동 36-20 ),,,126.955663,,,,,,,,,,,,,
상명아트센터,공연장,서울  종로구 홍지동 7-1,,,126.9563156,,,,,,,,,,,,,
정독도서관,도서관,서울  종로구 화동  북촌로5길 48,,,126.9829524,,,,,,,,,,,,,
pkm gallery,미술관,서울  종로구 화동  율곡로3길 74-9,,,126.9800724,,,,,,,,,,,,,
서울교육사료관,박물관/기념관,서울  종로구 화동 2 ),,,126.9832525,,,,,,,,,,,,,
세계장신구 박물관 (World Jewellery Museum),박물관/기념관,서울  종로구 화동 75-3 ),,,126.9818207,,,,,,,,,,,,,
창신공원,어린이공원,,서울특별시 종로구 창신동 23-362,37.578276,127.012931,710,,,,,,,,,,,,
무악공원,어린이공원,,서울특별시 종로구 무악동 산2-83,37.577525,126.960547,5136,,,,,,,,,,,,
창덕공원,근린공원,서울특별시 종로구 율곡로 99 (와룡동),서울특별시 종로구 와룡동 2-71,37.578868,126.989712,491328,,,,,,,,,,,,
청진공원,근린공원,,서울특별시 종로구 청진동 146-3,37.571415,126.979819,2802,,,,,,,,,,,,
낙산공원,어린이공원,서울특별시 종로구 창신길 210-11 (창신동),서울특별시 종로구 창신동 611-19,37.579546,127.010184,660,,,,,,,,,,,,
참샘골공원,어린이공원,,서울특별시 종로구 평창동 470,37.614801,126.974498,2737,,,,,,,,,,,,
감나무골공원,어린이공원,,서울특별시 종로구 평창동 495-4,37.612876,126.970377,2403,,,,,,,,,,,,
옥인공원,어린이공원,,서울특별시 종로구 옥인동 187-2,37.582545,126.962407,472.1,,,,,,,,,,,,
명륜공원,어린이공원,서울특별시 종로구 혜화로9길 24-9 (명륜1가),서울특별시 종로구 명륜1가 23-9,37.588055,126.998279,1149.5,,,,,,,,,,,,
새마을공원,어린이공원,서울특별시 종로구 평창길 14-9 (평창동),서울특별시 종로구 평창동 327-1,37.606448,126.964642,397,,,,,,,,,,,,
인왕공원,어린이공원,,서울특별시 종로구 무악동 55-1,37.577468,126.956975,1745.8,,,,,,,,,,,,
원서공원,근린공원,서울특별시 종로구 창덕궁길 19 (원서동),서울특별시 종로구 원서동 181,37.578234,126.988566,10004.6,,,,,,,,,,,,
탑골공원,근린공원,서울특별시 종로구 종로 99 (종로2가),서울특별시 종로구 종로2가 38-1,37.570612,126.9880601,14808.7,,,,,,,,,,,,
연지1공원,어린이공원,,서울특별시 종로구 연지동 136-92,37.574379,127.001063,474.2,,,,,,,,,,,,
연지공원,근린공원,,서울특별시 종로구 연지동 1-38,37.575758,127.000795,2827.6,,,,,,,,,,,,
내수어울공원,근린공원,,서울특별시 종로구 내수동 71-2,37.573911,126.970542,2392.1,,,,,,,,,,,,
내수공원,근린공원,,서울특별시 종로구 내수동 73-3,37.572497,126.971637,2192.2,,,,,,,,,,,,
사직공원,근린공원,서울특별시 종로구 사직로9길 7 (사직동),서울특별시 종로구 사직동 1-28,37.57628582,126.9682319,168099.8,,,,,,,,,,,,
월암공원,근린공원,,서울특별시 종로구 송월동 1-2,37.571311,126.965634,10662,,,,,,,,,,,,
경학공원,어린이공원,서울특별시 종로구 성균관로5길 25-13 (명륜3가),서울특별시 종로구 명륜3가 53-2,37.584487,126.996902,3269,,,,,,,,,,,,
후창공원,소공원,,서울특별시 종로구 평창동 568-2,37.610258,126.964365,1920,,,,,,,,,,,,
서린공원,소공원,서울특별시 종로구 종로 30-1 (서린동),서울특별시 종로구 서린동 82,37.569989,126.980784,1398,,,,,,,,,,,,
덕수공원,소공원,,서울특별시 종로구 신문로1가 174-7,37.569254,126.974735,869.2,,,,,,,,,,,,
경희궁공원,역사공원,서울특별시 종로구 새문안로 55 (신문로2가),서울특별시 종로구 신문로2가 2-1,37.57049685,126.9710752,100930,,,,,,,,,,,,
동묘공원,역사공원,서울특별시 종로구 난계로27길 84 (숭인동),서울특별시 종로구 숭인동 238-1,37.573162,127.018284,8450,,,,,,,,,,,,
마로니에공원,문화공원,서울특별시 종로구 대학로 104 (동숭동),서울특별시 종로구 동숭동 1-124,37.580336,127.002513,5802,,,,,,,,,,,,
삼청공원,근린공원,서울특별시 종로구 북촌로 134-1 (삼청동),서울특별시 종로구 삼청동 산2-1,37.58769948,126.983451,468348.2,,,,,,,,,,,,
와룡공원,근린공원,서울특별시 종로구 와룡공원길 192 (명륜3가),서울특별시 종로구 명륜3가 53-52,37.591168,126.990122,204369,,,,,,,,,,,,
숭인공원,근린공원,서울특별시 종로구 동망산길 150 (숭인동),서울특별시 종로구 숭인동 58,37.57756126,127.0181626,45615,,,,,,,,,,,,
평창공원,소공원,,서울특별시 종로구 평창동 108-3,37.610096,126.977439,1117.6,,,,,,,,,,,,
흥인지문공원,근린공원,,서울특별시 종로구 종로6가 70,37.572637,127.008919,11519.7,,,,,,,,,,,,
수송공원,근린공원,,서울특별시 종로구 수송동 80-7,37.573998,126.981143,3567.2,,,,,,,,,,,,
지봉골공원,어린이공원,서울특별시 종로구 지봉로13길 14 (창신동),서울특별시 종로구 창신동 산6-25,37.578947,127.014468,2508,,,,,,,,,,,,
인왕산공원,근린공원,,서울특별시 종로구 옥인동 179-1,37.583336,126.963713,201704,,,,,,,,,,,,
북한산공원,근린공원,서울특별시 종로구 북악산로 267,서울특별시 종로구 평창동 산6-17,37.601976,126.980549,19902.4,,,,,,,,,,,,
달바위공원,소공원,,서울특별시 종로구 송월동 145-2,37.570172,126.965838,3317.8,,,,,,,,,,,,
솔빛공원,소공원,,서울특별시 종로구 송월동 145-3,37.569973,126.965774,1793.3,,,,,,,,,,,,
소담공원,소공원,,서울특별시 종로구 행촌동 211-4,37.572146,126.961564,491.4,,,,,,,,,,,,
부암튼튼공원,소공원,,서울특별시 종로구 부암동 262-1,37.592305,126.964166,1258,,,,,,,,,,,,
의주공원,소공원,,서울특별시 종로구 무악동 46-71,37.573679,126.960267,364,,,,,,,,,,,,
도렴공원,역사공원,,서울특별시 종로구 신문로1가 240-2,37.570953,126.973709,832.8,,,,,,,,,,,,
공평공원,역사공원,,서울특별시 종로구 인사동 275,,,219.9,,,,,,,,,,,,
해공 신익희 가옥,문화재유산,,서울특별시 종로구 효자동 164-2,37.5819933,126.9723239,,,,,,,,,,,,,
원서동 백홍범 가옥,문화재유산,,서울특별시 종로구 원서동 9-5,37.5837108,126.988488,,,,,,,,,,,,,
백사 이항복 집터(필운대),문화재유산,,서울특별시 종로구 필운동 산1-2,37.5781153,126.9663079,,,,,,,,,,,,,
한용운(韓龍雲 1879-1944)家,문화재유산,,서울특별시 종로구 계동 43,37.5815152,126.9870346,,,,,,,,,,,,,
세검정 터,문화재유산,,서울특별시 종로구 신영동 168-6,37.6008165,126.9602738,,,,,,,,,,,,,
보신각 터,문화재유산,,서울특별시 종로구 관철동 45-5,37.5698422,126.9835841,,,,,,,,,,,,,
황학정,문화재유산,,서울특별시 종로구 사직동 산1-1,37.5764899,126.9685375,,,,,,,,,,,,,
안평대군 이용 집터,문화재유산,,서울특별시 종로구 부암동 319-4,37.5916177,126.9628406,,,,,,,,,,,,,
침류각,문화재유산,,서울특별시 종로구 세종로 1,37.5866061,126.9767743,,,,,,,,,,,,,
시인 윤동주가 하숙하던 집,문화재유산,,종로구 누상동 9번지,37.5814513,126.9656793,,,,,,,,,,,,,
우리시대' 불꽃'과' 비수'의 시인 김수영 생가,문화재유산,,서울특별시 종로구 종로2가 158번지,37.5688039,126.9847482,,,,,,,,,,,,,
박인환(朴寅煥 1926-1956)家,문화재유산,,서울특별시 종로구 원서동 134-8,37.5797298,126.9888131,,,,,,,,,,,,,
고향 정지용의 집,문화재유산,,서울특별시 종로구 재동 44번지,37.5790115,126.9852823,,,,,,,,,,,,,
김성수 (金性洙 1891-1955)家,문화재유산,,서울특별시 종로구 계동 132-1,37.5809038,126.9872551,,,,,,,,,,,,,
동백꽃 김유정의 집,문화재유산,,서울특별시 종로구 사직동 227번지,37.5747602,126.9675984,,,,,,,,,,,,,
이광수 (李光洙 1892-1950)家,문화재유산,,서울특별시 종로구 홍지동 40,37.6002694,126.9560406,,,,,,,,,,,,,
모더니즘 시인 김기림,문화재유산,,서울특별시 종로구 이화동 196번지,37.5754324,127.0021671,,,,,,,,,,,,,
고희동(高羲東 1886-1965)家,문화재유산,,서울특별시 종로구 원서동 16,37.5831391,126.9889583,,,,,,,,,,,,,
마해송(馬海松 1905-1966)家,문화재유산,,서울특별시 종로구 명륜3가 143-3,37.583196,126.9976368,,,,,,,,,,,,,
박종화 (朴鐘和 1901-1981)家,문화재유산,,서울특별시 종로구 평창동 128-1,37.6122517,126.9673329,,,,,,,,,,,,,
간송 전형필 생가,문화재유산,,서울특별시 종로구 종로4가 112번지,37.570077,126.9902999,,,,,,,,,,,,,
석파정,문화재유산,,서울특별시 종로구 부암동 산16-1,37.5961355,126.9738314,,,,,,,,,,,,,
탑골공원 팔각정,문화재유산,,서울특별시 종로구 종로2가 38-1,37.571206,126.988348,,,,,,,,,,,,,
기기국 번사창,문화재유산,,서울특별시 종로구 삼청동 28-1,37.5861164,126.9827091,,,,,,,,,,,,,
서울 우정총국,문화재유산,,서울특별시 종로구 견지동 39-7,37.5744559,126.9826182,,,,,,,,,,,,,
종친부 경근당과 옥첩당,문화재유산,,서울특별시 종로구 화동 2 가회동 105,37.5807844,126.9831241,,,,,,,,,,,,,
종친부 터 우물,문화재유산,,서울특별시 종로구 소격동 165,37.5795174,126.9805749,,,,,,,,,,,,,
정업원 터,문화재유산,,서울특별시 종로구 숭인동 산3,37.5796166,127.0162555,,,,,,,,,,,,,
서울 경모궁지(景慕宮址),문화재유산,,서울특별시 종로구 연건동 28-2,37.5805685,127.0006005,,,,,,,,,,,,,
우암 송시열 집터,문화재유산,,서울특별시 종로구 명륜1가 5-99,37.5907127,126.996944,,,,,,,,,,,,,
혜화동 김상협 가옥,문화재유산,,서울특별시 종로구 혜화동 15-139,37.5895801,127.0013976,,,,,,,,,,,,,
안국동 윤보선가,문화재유산,,서울특별시 종로구 안국동 8-1,37.5790018,126.9837587,,,,,,,,,,,,,
서울 계동 근대 한옥,문화재유산,,서울특별시 종로구 계동 105,37.5790692,126.9864295,,,,,,,,,,,,,
서울 계동 배렴 가옥,문화재유산,,서울특별시 종로구 계동 72,37.5813154,126.9866095,,,,,,,,,,,,,
옥인동 박노수 가옥,문화재유산,,서울특별시 종로구 옥인동 168-2,37.5813721,126.9667572,,,,,,,,,,,,,
운니동 김승현 가옥 (운현궁 영로당),문화재유산,,서울특별시 종로구 운니동 114-32,37.5764528,126.9866426,,,,,,,,,,,,,
반계 윤웅렬 별장,문화재유산,,서울특별시 종로구 부암동 348,37.590248,126.9621504,,,,,,,,,,,,,
서울 홍지동 이광수 별장 터,문화재유산,,서울특별시 종로구 홍지동 40,37.6002694,126.9560406,,,,,,,,,,,,,
서울 평창동 박종화 가옥,문화재유산,,서울특별시 종로구 평창동 128-1,37.6122517,126.9673329,,,,,,,,,,,,,
서울 명륜동 장면 가옥,문화재유산,,서울특별시 종로구 명륜동 36-1,37.573033,126.979642,,,,,,,,,,,,,
서울 누하동 이상범 가옥과 화실,문화재유산,,서울특별시 종로구 누하동 178181,37.5788517,126.9684084,,,,,,,,,,,,,
서울 원서동 고희동 가옥,문화재유산,,서울특별시 종로구 원서동 16,37.5831391,126.9889583,,,,,,,,,,,,,
서울 홍파동 홍난파 가옥,문화재유산,,서울특별시 종로구 홍파동 2-16,37.5716567,126.9651141,,,,,,,,,,,,,
서울 이화장,문화재유산,,서울특별시 종로구 이화동 1번지 등,37.5783498,127.0064395,,,,,,,,,,,,,
가회동 이준구 가옥,문화재유산,,서울특별시 종로구 가회동 31-1,37.5836876,126.9837718,,,,,,,,,,,,,
체부동 홍종문 가옥,문화재유산,,서울특별시 종로구 체부동 158,37.5775321,126.9701009,,,,,,,,,,,,,
경운동 민병옥 가옥,문화재유산,,서울특별시 종로구 경운동 66-7,37.5747066,126.9859435,,,,,,,,,,,,,
가회동 김형태 가옥,문화재유산,,서울특별시 종로구 가회동 16-8,37.5829296,126.9849052,,,,,,,,,,,,,
가회동 한씨 가옥,문화재유산,,서울특별시 종로구 가회동 178,37.5808485,126.98572,,,,,,,,,,,,,
가회동 백인제 가옥,문화재유산,,서울특별시 종로구 가회동 93-1,37.580804,126.9841689,,,,,,,,,,,,,
석파정 별당,문화재유산,,서울특별시 종로구 홍지동 125,37.5992338,126.9586308,,,,,,,,,,,,,
오운정,문화재유산,,서울특별시 종로구 세종로 1,37.5866061,126.9767743,,,,,,,,,,,,,
종친부터우물,문화재유산,,서울특별시 종로고 소격동 165,37.56661,126.978388,,,,,,,,,,,,,
서울 문묘와 성균관,문화재유산,,서울특별시 종로구 명륜동3가 53,37.5858106,126.9957415,,,,,,,,,,,,,
숭보사,문화재유산,,서울특별시 종로구 명륜동 3가 15-3,37.5865853,126.9963338,,,,,,,,,,,,,
서울 동관왕묘,문화재유산,,서울특별시 종로구 숭인동 238-1,37.57298,127.0183336,,,,,,,,,,,,,
안양암 마애관음보살좌상,문화재유산,,서울특별시 종로구 창신동 130-1,37.5754539,127.0133571,,,,,,,,,,,,,
