구역,지역,구분,2018,2019
충청북도,청주시 흥덕구,외부방문자 전년대비증감률(%),0,1
충청북도,청주시 청원구,현지인(a),5023424,30697292
충청북도,청주시 청원구,외지인(b),24945644,26030680
충청북도,청주시 청원구,외국인(c),101564,139989
충청북도,청주시 청원구,외부방문자(b+c),25047208,26170669
충청북도,청주시 청원구,전년외부방문자(b'+c'),0,25047208
충청북도,청주시 청원구,외부방문자 전년대비증감률(%),0,4
충청북도,충주시,현지인(a),8396318,50557798
충청북도,충주시,외지인(b),22583008,23403538
충청북도,충주시,외국인(c),71202,99827
충청북도,충주시,외부방문자(b+c),22654210,23503365
충청북도,충주시,전년외부방문자(b'+c'),0,22654210
충청북도,충주시,외부방문자 전년대비증감률(%),0,4
충청북도,제천시,현지인(a),3417606,20675680
충청북도,제천시,외지인(b),13109649,13675704
충청북도,제천시,외국인(c),24713,36554
충청북도,제천시,외부방문자(b+c),13134362,13712258
충청북도,제천시,전년외부방문자(b'+c'),0,13134362
충청북도,제천시,외부방문자 전년대비증감률(%),0,4
충청북도,보은군,현지인(a),913066,5646711
충청북도,보은군,외지인(b),7367006,6281114
충청북도,보은군,외국인(c),14489,22273
충청북도,보은군,외부방문자(b+c),7381496,6303387
충청북도,보은군,전년외부방문자(b'+c'),0,7381496
충청북도,보은군,외부방문자 전년대비증감률(%),0,-15
충청북도,옥천군,현지인(a),1777860,10975010
충청북도,옥천군,외지인(b),10612136,10661175
충청북도,옥천군,외국인(c),18612,25003
충청북도,옥천군,외부방문자(b+c),10630748,10686178
충청북도,옥천군,전년외부방문자(b'+c'),0,10630748
충청북도,옥천군,외부방문자 전년대비증감률(%),0,1
충청북도,영동군,현지인(a),1671582,10088026
충청북도,영동군,외지인(b),6082556,6595368
충청북도,영동군,외국인(c),10690,15361
충청북도,영동군,외부방문자(b+c),6093246,6610730
충청북도,영동군,전년외부방문자(b'+c'),0,6093246
충청북도,영동군,외부방문자 전년대비증감률(%),0,8
충청북도,증평군,현지인(a),1307106,7951608
충청북도,증평군,외지인(b),5051680,5470927
충청북도,증평군,외국인(c),13565,18524
충청북도,증평군,외부방문자(b+c),5065244,5489451
충청북도,증평군,전년외부방문자(b'+c'),0,5065244
충청북도,증평군,외부방문자 전년대비증감률(%),0,8
충청북도,진천군,현지인(a),2324480,13966628
충청북도,진천군,외지인(b),10871340,11141627
충청북도,진천군,외국인(c),71681,82975
충청북도,진천군,외부방문자(b+c),10943020,11224602
충청북도,진천군,전년외부방문자(b'+c'),0,10943020
충청북도,진천군,외부방문자 전년대비증감률(%),0,3
충청북도,괴산군,현지인(a),827676,5175488
충청북도,괴산군,외지인(b),8397568,8942430
충청북도,괴산군,외국인(c),21268,32326
충청북도,괴산군,외부방문자(b+c),8418836,8974756
충청북도,괴산군,전년외부방문자(b'+c'),0,8418836
충청북도,괴산군,외부방문자 전년대비증감률(%),0,7
충청북도,음성군,현지인(a),2955414,18659417
충청북도,음성군,외지인(b),14875956,15412828
충청북도,음성군,외국인(c),109932,142228
충청북도,음성군,외부방문자(b+c),14985887,15555055
충청북도,음성군,전년외부방문자(b'+c'),0,14985887
충청북도,음성군,외부방문자 전년대비증감률(%),0,4
충청북도,단양군,현지인(a),856366,5367240
충청북도,단양군,외지인(b),8263087,8439722
충청북도,단양군,외국인(c),19876,27191
충청북도,단양군,외부방문자(b+c),8282963,8466913
충청북도,단양군,전년외부방문자(b'+c'),0,8282963
충청북도,단양군,외부방문자 전년대비증감률(%),0,2
